"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11598","test","chrome","Tue May 06 11:19:57 IST 2025","failed","Tue May 06 11:20:08 IST 2025","","WebOrder_Login_Codegen.spec.js","",""
"","8729","Single Element Snapshot","chrome","Mon May 12 13:22:53 IST 2025","passed","Mon May 12 13:23:01 IST 2025","Visual Regression Testing Example","visual.spec.js","",""
"","11177","Create Order-Update Order- Verify Order@smoke","chrome","Fri May 09 13:20:34 IST 2025","failed","Fri May 09 13:20:46 IST 2025","","SoftAssertions_Example.spec.js","",""
"","2064","@regression WebOrder Login: TC4","chrome","Tue Apr 22 16:20:44 IST 2025","passed","Tue Apr 22 16:20:47 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","2070","WebOrder Login Functionality: TC4","chrome","Thu May 08 13:26:23 IST 2025","passed","Thu May 08 13:26:25 IST 2025","","ReadData_From_JSON_WebOrder_Login_All_TCs.spec.js","",""
"","5548","Go to Order Page","chrome","Wed May 07 13:16:47 IST 2025","passed","Wed May 07 13:16:53 IST 2025","WebOrder E2E Test tests @sanity","WebOrder_Login_CallingBaseClass.spec.js","",""
"","2267","POST Request - Create Booking","chrome","Fri Nov 29 09:20:36 IST 2024","passed","Fri Nov 29 09:20:38 IST 2024","Create Booking","Update_Booking.spec.js","",""
"","2251","POST Request - Create Note 1: Note 1","webkit","Wed Apr 23 12:49:31 IST 2025","passed","Wed Apr 23 12:49:33 IST 2025","Create Notes API Testing","Create_Notes_Calling_Data_From_JSON.spec.js","",""
"","4978","Go to View All Order Page","chrome","Thu Nov 28 10:24:04 IST 2024","passed","Thu Nov 28 10:24:09 IST 2024","WebOrder E2E Test tests","WebOrder_Login_CallingBaseClass.spec.js","",""
"","8200","Create Order-Update Order- Verify Order@smoke","chrome","Mon Nov 25 17:08:55 IST 2024","passed","Mon Nov 25 17:09:03 IST 2024","","WebOrder_Update_Order_VerifyOrder.spec.js","",""
"","7122","test","chrome","Tue Mar 11 12:51:13 IST 2025","passed","Tue Mar 11 12:51:20 IST 2025","","WebOrder_CreateOrder.spec.js","",""
"","48","WebOrder Login - Balnk User","chrome","Fri Feb 21 13:11:07 IST 2025","failed","Fri Feb 21 13:11:07 IST 2025","","WebOrder_Login_TCs.spec.js","",""
"","1017","PUT Request - Update Booking","chrome","Fri Nov 29 09:20:38 IST 2024","passed","Fri Nov 29 09:20:39 IST 2024","Create Booking","Update_Booking.spec.js","",""
"","1","Weborder Login Functionality @sanity","chrome","Thu Nov 28 10:55:50 IST 2024","skipped","Thu Nov 28 10:55:50 IST 2024","","NopCom_Login_CreateCustomer.spec.js","",""
"","11190","Single Element Snapshot","webkit","Wed Feb 19 10:17:43 IST 2025","failed","Wed Feb 19 10:17:54 IST 2025","Visual Regression Testing Example","visual.spec.js","",""
"","4627","Go to View All Order Page","chrome","Wed May 07 09:46:30 IST 2025","passed","Wed May 07 09:46:34 IST 2025","Hooks Example in Playwright","Skip_Tests_Scenario.spec.js","",""
"","5909","OrangeHRM: TC3","chrome","Fri May 09 09:50:02 IST 2025","passed","Fri May 09 09:50:08 IST 2025","","ReadData_From_JSON_OrangeHRM_Login_All_TCs.spec.js","",""
"","2242","Transfer Funds TC7","chrome","Fri Nov 29 11:04:09 IST 2024","passed","Fri Nov 29 11:04:11 IST 2024","Transfer Funds and Make Payment","TransferFunds.spec.js","",""
"","34647","Shopping Cart - Add and Remove Product","chrome","Tue Apr 22 16:55:59 IST 2025","broken","Tue Apr 22 16:56:33 IST 2025","","NICE_GUI_Tests\Demo_Cart_using_DataConcept.spec.js","",""
"","364","POST Request - Access Token","chrome","Fri Feb 21 13:11:18 IST 2025","passed","Fri Feb 21 13:11:18 IST 2025","Access Token","Authenticate_AToken_Negative_BadRequest.spec.js","",""
"","16","Delete Notes using API","chrome","Fri Feb 21 13:11:26 IST 2025","failed","Fri Feb 21 13:11:26 IST 2025","Create Notes API Testing","Delete_Notes_UsingUI.spec.js","",""
"","7812","@regression OrangeHRM: TC7","chrome","Tue Nov 26 16:24:34 IST 2024","passed","Tue Nov 26 16:24:42 IST 2024","OrangeHRM","OrangHRM_AddUser_All_TCs.spec.js","",""
